"","CN","PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","CYCLE","CONDID","COND_STATUS_CD","FORTYPCD","FLDTYPCD","FORTYPCDCALC","MAPDEN","STDAGE","STDSZCD","FLDSZCD","DSTRBCD1","DSTRBYR1","DSTRBCD2","DSTRBYR2","DSTRBCD3","DSTRBYR3","TRTCD1","TRTYR1","TRTCD2","TRTYR2","TRTCD3","TRTYR3","BALIVE","LIVE_CANOPY_CVR_PCT","LIVE_MISSING_CANOPY_CVR_PCT","CRCOVPCT_RMRS","LAND_COVER_CLASS_CD"
"9311",39451211010690,35373108010690,2009,8,3,37,80659,"2",1,1,901,901,901,1,88,2,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,76.2619,42,42,42,NA
"9312",39451266010690,35373127010690,2009,8,3,37,84372,"2",1,1,265,265,265,1,18,3,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,8.1826,10,10,8,NA
"9313",39451283010690,35373139010690,2009,8,3,37,84639,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9314",39451294010690,35373135010690,2009,8,3,37,85037,"2",1,1,185,185,185,1,88,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,54.8589,40,40,40,NA
"9315",39451328010690,35373112010690,2009,8,3,37,85720,"2",1,1,185,185,185,1,119,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,147.9077,31,31,31,NA
"9316",39451382010690,35373105010690,2009,8,3,37,86603,"2",1,1,901,268,901,1,82,2,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,93.2233,54,54,54,NA
"9317",39451457010690,35373125010690,2009,8,3,37,86922,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9318",39451458010690,35373125010690,2009,8,3,37,86922,"2",2,1,901,901,901,1,8,3,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,30.1035,34,34,33,NA
"9319",39451494010690,35373114010690,2009,8,3,37,87487,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9320",39451505010690,35373131010690,2009,8,3,37,87931,"2",1,1,266,266,266,1,176,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,245.4447,52,52,49,NA
"9321",39451604010690,35373107010690,2009,8,3,37,88678,"2",1,1,185,185,185,1,192,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,166.83,56,56,51,NA
"9322",39451637010690,35373128010690,2009,8,3,37,88764,"2",1,1,265,266,265,1,99,2,2,10,2006,0,NA,NA,NA,0,NA,NA,NA,NA,NA,206.4463,62,70,62,NA
"9323",39451803010690,35373117010690,2009,8,3,37,89155,"2",1,1,901,901,901,1,55,2,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,41.6135,58,58,58,NA
"9324",39451804010690,35373117010690,2009,8,3,37,89155,"2",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"9325",39451845010690,35373122010690,2009,8,3,37,89538,"2",1,1,901,281,901,1,103,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,251.595,69,69,69,NA
"9326",39451846010690,35373122010690,2009,8,3,37,89538,"2",2,1,901,901,901,1,64,2,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,258.6279,81,81,81,NA
"9327",39451964010690,35373137010690,2009,8,3,37,89569,"2",1,1,266,265,266,1,84,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,87.3413,45,45,45,NA
"9328",39452004010690,35373136010690,2009,8,3,37,89901,"2",1,1,201,201,201,1,61,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,66.2765,63,63,63,NA
"9329",39452005010690,35373136010690,2009,8,3,37,89901,"2",2,1,182,971,182,1,77,1,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,83.7938,62,62,62,NA
"9330",39452052010690,35373118010690,2009,8,3,37,90952,"2",1,1,201,201,201,1,77,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,90.8159,29,29,29,NA
"9331",39452053010690,35373118010690,2009,8,3,37,90952,"2",2,1,901,901,901,1,12,3,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,19,19,19,NA
"9332",39452084010690,35373113010690,2009,8,3,37,91095,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"9333",39452085010690,35373113010690,2009,8,3,37,91095,"2",2,1,185,185,185,1,114,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,158.9083,39,39,39,NA
"9334",39452120010690,35373104010690,2009,8,3,37,91142,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9335",39454718010690,35373322010690,2009,8,3,49,80191,"2",1,1,266,266,266,1,81,2,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,80.6274,66,80,66,NA
"9336",39454843010690,35373342010690,2009,8,3,49,80633,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9337",39454854010690,35373345010690,2009,8,3,49,81585,"2",1,1,266,266,266,1,117,1,3,12,9999,0,NA,NA,NA,0,NA,NA,NA,NA,NA,100.9965,55,85,55,NA
"9338",39454945010690,35373355010690,2009,8,3,49,81878,"2",1,1,281,281,281,1,93,2,2,12,2005,0,NA,NA,NA,0,NA,NA,NA,NA,NA,86.5363,32,66,32,NA
"9339",39455077010690,35373332010690,2009,8,3,49,82510,"2",1,1,281,281,281,1,47,3,1,12,2004,0,NA,NA,NA,0,NA,NA,NA,NA,NA,30.6913,7,70,7,NA
"9340",39455125010690,35373341010690,2009,8,3,49,83020,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9341",39455136010690,35373336010690,2009,8,3,49,83273,"2",1,1,281,281,281,1,64,3,1,10,9999,20,9999,0,NA,0,NA,NA,NA,NA,NA,60.0577,1,31,21,NA
"9342",39455236010690,35373320010690,2009,8,3,49,83561,"2",1,1,266,266,266,1,146,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,104.5486,38,38,38,NA
"9343",39455302010690,35373350010690,2009,8,3,49,83575,"2",1,1,265,266,265,1,139,1,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,42.8948,22,22,22,NA
"9344",39455352010690,35373357010690,2009,8,3,49,84005,"2",1,1,281,281,281,1,124,2,2,10,9999,0,NA,NA,NA,0,NA,NA,NA,NA,NA,118.5933,35,70,35,NA
"9345",42431551010690,35373354010690,2009,8,3,49,85639,"2",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9346",39455523010690,35373319010690,2009,8,3,49,87004,"2",1,1,266,266,266,1,95,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,143.6605,58,58,58,NA
"9347",39455591010690,35373351010690,2009,8,3,49,87169,"2",1,1,266,266,266,1,249,1,3,10,2008,0,NA,NA,NA,0,NA,NA,NA,NA,NA,119.0626,60,60,58,NA
"9348",39455680010690,35373323010690,2009,8,3,49,87341,"2",1,1,266,266,266,1,234,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,109.2104,37,40,37,NA
"9349",39455743010690,35373333010690,2009,8,3,49,87465,"2",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9350",39455754010690,35373331010690,2009,8,3,49,88294,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9351",39455765010690,35373327010690,2009,8,3,49,89153,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9352",39455776010690,35373344010690,2009,8,3,49,89304,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"9353",39455787010690,35373328010690,2009,8,3,49,89787,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"9354",39455798010690,35373346010690,2009,8,3,49,90795,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9355",39455809010690,35373335010690,2009,8,3,49,90849,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
"9356",39455820010690,35373369010690,2009,8,3,51,80003,"2",1,1,265,266,265,1,144,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,119.5546,31,31,31,NA
"9357",39455857010690,35373381010690,2009,8,3,51,80251,"2",1,1,265,266,265,1,153,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,215.9996,40,58,36,NA
"9358",39455944010690,35373392010690,2009,8,3,51,80276,"2",1,1,266,266,266,1,88,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,214.7523,58,60,58,NA
"9359",39456025010690,35373382010690,2009,8,3,51,80287,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9360",39456036010690,35373371010690,2009,8,3,51,80377,"2",1,1,281,281,281,1,134,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,71.6611,33,33,30,NA
"9361",39456074010690,35373429010690,2009,8,3,51,80514,"2",1,1,971,971,971,1,15,3,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,10,10,10,NA
"9362",39456129010690,35373376010690,2009,8,3,51,80767,"2",1,1,281,281,281,1,102,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,135.7562,55,55,55,NA
"9363",39456259010690,35373399010690,2009,8,3,51,80954,"2",1,1,265,266,265,1,141,1,3,10,9999,0,NA,NA,NA,0,NA,NA,NA,NA,NA,235.9631,45,50,45,NA
"9364",39456260010690,35373399010690,2009,8,3,51,80954,"2",2,1,999,365,999,1,0,5,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,12,12,7,NA
"9365",39456336010690,35373397010690,2009,8,3,51,80968,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,3,NA
"9366",39456337010690,35373397010690,2009,8,3,51,80968,"2",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
"9367",39456348010690,35373398010690,2009,8,3,51,82162,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9368",39456359010690,35373358010690,2009,8,3,51,82202,"2",1,1,266,266,266,1,119,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,182.8241,70,74,68,NA
"9369",39456444010690,35373362010690,2009,8,3,51,82327,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9370",39456455010690,35373421010690,2009,8,3,51,82679,"2",1,1,901,901,901,1,70,2,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,52.6352,62,62,62,NA
"9371",39456456010690,35373421010690,2009,8,3,51,82679,"2",2,1,971,971,971,1,90,2,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,131.9515,53,53,53,NA
"9372",39456557010690,35373385010690,2009,8,3,51,83075,"2",1,1,281,281,281,1,111,2,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,128.9948,45,47,43,NA
"9373",39456558010690,35373385010690,2009,8,3,51,83075,"2",2,1,281,265,281,1,111,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,138.6283,55,59,52,NA
"9374",39456643010690,35373428010690,2009,8,3,51,83161,"2",1,1,901,901,901,1,83,2,2,20,2009,0,NA,NA,NA,0,NA,NA,NA,NA,NA,59.4409,60,65,47,NA
"9375",39456644010690,35373428010690,2009,8,3,51,83161,"2",2,1,901,201,901,1,79,2,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,102.893,65,69,65,NA
"9376",39456710010690,35373425010690,2009,8,3,51,84063,"2",1,1,901,266,901,1,118,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,120.84,37,40,37,NA
"9377",39456771010690,35373384010690,2009,8,3,51,84064,"2",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9378",39456772010690,35373384010690,2009,8,3,51,84064,"2",2,1,265,266,265,1,131,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,95.3951,21,21,21,NA
"9379",39456790010690,35373393010690,2009,8,3,51,84262,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9380",39456801010690,35373412010690,2009,8,3,51,84381,"2",1,1,266,266,266,1,220,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,189.1449,60,75,57,NA
"9381",39456925010690,35373368010690,2009,8,3,51,84569,"2",1,1,971,971,971,1,101,2,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,109.1321,37,45,37,NA
"9382",39456926010690,35373368010690,2009,8,3,51,84569,"2",2,1,971,971,971,1,158,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,50.3029,43,50,43,NA
"9383",39456927010690,35373368010690,2009,8,3,51,84569,"2",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9384",39456987010690,35373415010690,2009,8,3,51,84641,"2",1,1,266,266,266,1,159,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,103.9876,72,77,62,NA
"9385",39457057010690,35373394010690,2009,8,3,51,84988,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9386",39457068010690,35373424010690,2009,8,3,51,86782,"2",1,1,901,901,901,1,132,2,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,192.7151,82,83,82,NA
"9387",39457259010690,35373413010690,2009,8,3,51,87309,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
"9388",39457260010690,35373413010690,2009,8,3,51,87309,"2",2,1,201,201,201,1,83,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,22.6685,16,16,16,NA
"9389",39457278010690,35373389010690,2009,8,3,51,87552,"2",1,1,265,266,265,1,181,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,143.3907,37,38,38,NA
"9390",39457351010690,35373423010690,2009,8,3,51,87553,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9391",39457362010690,35373380010690,2009,8,3,51,88076,"2",1,1,201,201,201,1,154,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,64.9484,36,40,36,NA
"9392",39457391010690,35373370010690,2009,8,3,51,88515,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA
"9393",39457402010690,35373407010690,2009,8,3,51,88932,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9394",39457413010690,35373375010690,2009,8,3,51,89733,"2",1,1,266,266,266,1,94,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,151.6925,54,54,54,NA
"9395",39457502010690,35373360010690,2009,8,3,51,90912,"2",1,1,971,971,971,1,23,3,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,51.1347,65,66,59,NA
"9396",39457503010690,35373360010690,2009,8,3,51,90912,"2",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
"9397",39457542010690,35373406010690,2009,8,3,51,90999,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA
"9398",39457552010690,35373410010690,2009,8,3,51,91025,"2",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9399",39457563010690,35373419010690,2009,8,3,51,91159,"2",1,1,901,901,901,1,84,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,65.7119,32,34,32,NA
"9400",39457564010690,35373419010690,2009,8,3,51,91159,"2",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9401",39457596010690,35373447010690,2009,8,3,53,80973,"2",1,1,268,266,268,1,16,3,3,10,9999,0,NA,NA,NA,0,NA,NA,NA,NA,NA,55.8799,45,53,41,NA
"9402",39457648010690,35373433010690,2009,8,3,53,81158,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9403",39457659010690,35373452010690,2009,8,3,53,82032,"2",1,1,266,266,266,1,88,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,65.8802,21,21,21,NA
"9404",39457745010690,35373443010690,2009,8,3,53,83485,"2",1,1,265,265,265,1,170,1,3,10,9999,20,9999,0,NA,0,NA,NA,NA,NA,NA,107.8625,28,60,24,NA
"9405",39457799010690,35373430010690,2009,8,3,53,84008,"2",1,1,901,901,901,1,114,2,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,82.7879,60,68,58,NA
"9406",39457867010690,35373451010690,2009,8,3,53,84460,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"9407",39457878010690,35373442010690,2009,8,3,53,84659,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"9408",39457879010690,35373442010690,2009,8,3,53,84659,"2",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,0,NA
"9409",39457890010690,35373432010690,2009,8,3,53,86073,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9410",39457901010690,35373439010690,2009,8,3,53,87509,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9411",39457902010690,35373439010690,2009,8,3,53,87509,"2",2,1,901,265,901,1,57,2,2,46,9999,0,NA,NA,NA,0,NA,NA,NA,NA,NA,161.1118,72,75,72,NA
"9412",39457937010690,35373450010690,2009,8,3,53,88082,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9413",39457938010690,35373450010690,2009,8,3,53,88082,"2",2,1,269,269,269,1,77,2,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.8145,44,44,44,NA
"9414",39457989010690,35373446010690,2009,8,3,53,89296,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
"9415",39458498010690,35373487010690,2009,8,3,57,80980,"2",1,1,901,268,901,1,84,2,2,10,2006,0,NA,NA,NA,0,NA,NA,NA,NA,NA,66.8396,33,45,33,NA
"9416",39458606010690,35373512010690,2009,8,3,57,83600,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9417",39458617010690,35373521010690,2009,8,3,57,83605,"2",1,1,266,266,266,1,110,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,158.2694,49,49,49,NA
"9418",39458710010690,35373494010690,2009,8,3,57,83923,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9419",39458721010690,35373496010690,2009,8,3,57,84306,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9420",39458732010690,35373518010690,2009,8,3,57,85091,"2",1,1,266,266,266,1,205,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,152.4136,53,57,53,NA
"9421",39458733010690,35373518010690,2009,8,3,57,85091,"2",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9422",39458785010690,35373515010690,2009,8,3,57,86684,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9423",39458786010690,35373515010690,2009,8,3,57,86684,"2",2,1,901,901,901,1,10,3,1,0,NA,NA,NA,NA,NA,10,2007,0,NA,NA,NA,4.7264,50,50,31,NA
"9424",39458799010690,35373502010690,2009,8,3,57,86883,"2",1,1,901,901,901,1,103,2,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,97.171,51,51,51,NA
"9425",39458800010690,35373502010690,2009,8,3,57,86883,"2",2,1,268,268,268,1,96,2,2,10,2006,0,NA,NA,NA,0,NA,NA,NA,NA,NA,61.7796,51,60,51,NA
"9426",39458877010690,35373503010690,2009,8,3,57,86905,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9427",39458888010690,35373488010690,2009,8,3,57,87482,"2",1,1,901,901,901,1,15,3,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.2782,63,63,60,NA
"9428",39458889010690,35373488010690,2009,8,3,57,87482,"2",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9429",39458926010690,35373495010690,2009,8,3,57,87595,"2",1,1,901,901,901,1,72,2,2,43,2008,0,NA,NA,NA,0,NA,NA,NA,NA,NA,42.3131,60,60,53,NA
"9430",39458970010690,35373511010690,2009,8,3,57,88098,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9431",39458981010690,35373507010690,2009,8,3,57,88823,"2",1,1,901,901,901,1,71,2,2,10,2005,0,NA,NA,NA,0,NA,NA,NA,NA,NA,87.8876,32,55,32,NA
"9432",39459063010690,35373493010690,2009,8,3,57,89462,"2",1,1,268,268,268,1,9,3,2,10,2005,0,NA,NA,NA,0,NA,NA,NA,NA,NA,33.8739,31,52,31,NA
"9433",39459164010690,35373520010690,2009,8,3,57,89717,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9434",39459175010690,35373500010690,2009,8,3,57,90369,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9435",39459186010690,35373504010690,2009,8,3,57,90626,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9436",39464363010690,35373996010690,2009,8,3,79,80609,"2",1,1,265,266,265,1,175,1,3,12,2009,0,NA,NA,NA,0,NA,NA,NA,NA,NA,199.5694,44,44,44,NA
"9437",39464509010690,35373980010690,2009,8,3,79,82800,"2",1,1,269,269,269,1,107,1,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,126.484,50,60,45,NA
"9438",39464510010690,35373980010690,2009,8,3,79,82800,"2",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9439",39464559010690,35373986010690,2009,8,3,79,83136,"2",1,1,266,265,266,1,34,3,3,10,9999,0,NA,NA,NA,0,NA,NA,NA,NA,NA,48.7315,10,55,8,NA
"9440",39464605010690,35373991010690,2009,8,3,79,83671,"2",1,1,901,266,901,1,12,3,1,95,9999,12,9999,0,NA,0,NA,NA,NA,NA,NA,19.901,45,46,45,NA
"9441",39464606010690,35373991010690,2009,8,3,79,83671,"2",2,1,266,266,266,1,56,3,3,12,9999,0,NA,NA,NA,0,NA,NA,NA,NA,NA,102.4202,75,77,75,NA
"9442",39464665010690,35373979010690,2009,8,3,79,84779,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9443",39464676010690,35373982010690,2009,8,3,79,87081,"2",1,1,266,266,266,1,234,1,3,10,9999,0,NA,NA,NA,0,NA,NA,NA,NA,NA,176.2584,42,50,42,NA
"9444",39464756010690,35373987010690,2009,8,3,79,87384,"2",1,1,261,201,261,1,143,1,3,10,9999,0,NA,NA,NA,0,NA,NA,NA,NA,NA,84.4623,38,40,38,NA
"9445",39464791010690,35373988010690,2009,8,3,79,89367,"2",1,1,266,266,266,1,14,3,3,10,9999,0,NA,NA,NA,0,NA,NA,NA,NA,NA,27.3347,17,37,16,NA
"9446",39464835010690,35373993010690,2009,8,3,79,89476,"2",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9447",39464846010690,35373995010690,2009,8,3,79,90685,"2",1,1,201,201,201,1,158,1,3,10,9999,0,NA,NA,NA,0,NA,NA,NA,NA,NA,130.8969,51,53,51,NA
